review_text,age_range
This brow gel doesnt have as much hold as I was hoping. It gives you more of a softer natural looking brow look. I personally prefer something with a lot of hold so I can make my brow look fuller and fluffier and so they last all day. I also think the brush picks up way to much product. I have to wipe off so much before I go in to apply to my brows. The stopper could be smaller to prevent this from happening. Overall I love the shade selection and packaging. It is a decent product just not my preference for what I  want my brows to look like.,1
"This brush is expensive but you do pay for quality and portability. It is my go-to foundation brush when I apply makeup in the mornings before work and also for traveling, while the lid keeps it sanitary. I use a dabbing/patting motion (like a Beauty Blender) instead of blending or buffing it out on my face. Washing hasn't been an issue but I usually give it 2 full days to dry because the brush head is dense. Highly recommend!",4
"This brush is fantastic for quickly applying one color on the lid, it cover the entire lid area plus a bit more for that perfect look. You can stop there if you want a simple look, add some liner and/or mascara and you're good to go!",3
"This brush was great.  I took wonderful care of it, cleaning it every week.  It was extremely disappointing to have it break after having it a couple of years.  The handle cracked and broke apart, making it unusable. The brush wasn't even dropped. I've never had that happen with any of my other brushes.  It's not worth the money!",4
"This bye bye under eye illumination concealer works great. It is full coverage, I got the medium because I usually wear medium foundation however I felt it was a bit too light for me. I use it not only for my under eye dark circles but also age spots and acne spots. It’s very thick, hard to apply if you don’t follow directions. You have to warm it up first then apply it. A little goes a long way. I like it and think it works great. It says it doesn’t crease but it did for me. I also notice that if I get it to close to my eyes it makes my eyes hurt. All and all a very good concealer, better than anything I have used so far.",2
"This by far is the best sleeping mask I've used and I've tried plenty of other high end ones. I enjoyed the scent not overpowering but a light one, it's  a thick cream of course but yet not heavy feeling also didn't leave my skin feeling sticky like many others. When I awake the next day my skin looks and feels soft, dewy and supple. I recommend trying it.",1
This calming mist is great for my rosacea and incredibly hydrating. I absolutely love everything in this line. This product was received free for testing purposes. I received this product complimentary for review purposes.,1
"This caused my nose to bump up something horrible. I produce extreme amounts of oil from nose area and I also have larger pores in this area, so I read this description and thought it would be perfect for me. It isn't. my nose got bumpy and seemed to seep MORE oil. This is the only thing I've tried from them that I've hated and it makes me sad, but everything can't work for everyone.",0
This CC Cream provides medium to full coverage because it's so buildable. Its not only great at covering dark spots it provides an SPF 50 to help protect the skin from damage and dark spots! I highly recommend this to everyone and I think it works for all skin tones. It's not only a color correcting cream it's got anti aging skin care properties in it making it suitable for all ages. It also really hydrated my skin which is not to say that it won't work on oily skin. It improves my skins texture and leaves it feeling and looking flawless with an overall brighter and more radiant skin tone. I highly recommend this because it is so easy to use and to blend onto skin with its pump dispenser. I use either my fingers or a special CC Cream sponge I purchased at Sephora which works wonders at applying and blending the product. I can usually skip my Concealer because it has such great coverage. So don't hesitate and know that it's worth every penny.,1
"This cleanser comes out in a gel like consistancy and is slightly runny. However, it gets the job done. It cleansed my skin thoughly and took off my makeup wonderfully and it also didn't make my skin feel tight or look flaky. I will definitely buy it!",4
This cleanser has kept my adult acne at bay! This is the only cleanser I have been using for a few years now and every time I don't use it my skin gets super mad at me! Great for late 20's skin with occasional breakouts. It also has anti-aging properties which is great to incorporate into anyones skin care routine,0
"This cleanser is extremely gentle and the formula is very clean. Its fragrance-free, it smells very clean like fresh soap. There's no artificial scent or anything like that. When you use it it's going to surprise you because it really feels like nothing, but for me that's a good thing. Some people commented that it didn't make their face feel clean but that's because they're used to aggressive and abrasive facial cleansers. This was light and refreshing and it does not strip your skin, it has a perfect PH. It has some of the best ingredients in it, I appreciate that. The only reason I didn't give it five stars is because it's lacking one factor. After I wash my face using it, my face feels thirsty for hydration. I wish it was more hydrating and moisturizing. So this is my number 2, I'm still in search of my number one face wash my true beste.",2
"This cleanser is so thick and creamy, it reminds me almost of shaving cream. The first time I used it, I used WAY too much as a dime sized drop covers the entire face and neck. My skin is very oily but I was pleasantly surprised at how much longer I stayed matte under makeup. At first I was concerned it would be overly drying because the skin is so clean, but I've had no issue there. This bottle will last FOREVER!",3
"This color goes great with my pale skin. Browns usually look too harsh on me but this one's grayish tint works well with me. The pigment is good as well. I use it in combination with the highlighter in ""Lavender"".",0
"This color is far and away the most unique and flattering for me that I've found in many years. (I have fair skin with neutral undertones, blond hair and blue eyes.) It's brightening on the face without being garish, and therefore age appropriate. (in my 40s). It's somehow more of the coral than rose. I highly recommend trying it out! (one star off because it doesn't have great staying power.)",1
"This color is much more orange than in the picture.  I cannot wear it.  Let's talk about the formula.  It is  mousse-like and glides on.  It does not dry down and IS transferrable, the applicator allows for precision and there is no feathering or bleeding.  Wear time 4-5 hours",3
"This color story is nothing like anything else I've seen in the midst of pinks/reds palettes. If you have brown/hazel eyes, these will make your eyes pop! Those gold tones aren't your regular golds either. They have rustic, mustard-green tones to them. The green metallic is a dark, sultry emerald. The teals are so vibrant!\n\nPros:\n-Metallics are very shiny and packs a punch, gives off a ""wet"" finish\n-Metallics are less crumbly than in the Gemini palette \n-Mattes are VERY pigmented; use a soft hand or it'll be hard to blend \n\nCons:\n-Most of the metallics feel dry and gritty except for 2 shades\n-""Blue Dream"", lightest teal shade, doesn't seem to pack a punch and needs more layering than the rest \n-Do your eye makeup first or bake so your powder catches the eyeshadows, fallout is expected because the metallics do crumble a tad bit\n\nOverall 5 stars because this color story is amazing and we need more tones like this in the eyeshadow realm! HOWEVER, for this price point I expect an immaculate formula...",0
"This color would work as a beautiful highlight and can be worn by itself, being that it's a shimmery taupe shimmer with a slight gold glitter.  The doe-foot applicator is supposed to make it easy to apply but a little bit goes a long way.  I prefer applying the product on the lids with a flat synthetic brush like a concealer brush.  Once it dries down it doesn't move.  However, laying too much down makes the texture chunky and lead to cracking.  It works best layered over another shadow rather than by itself.",4
"This combo is awesome! i was running low on my Regenerating Cleanser and the BHA mask and I can't afford to buy the full size of both right now, even with VIB Rouge 20% off, so I bought 2 of these. I have repurchased this set several times, even from the Tata Harper website when I can't get it at Sephora. I have also bought the full size of each product several times. I use this Cleanser daily and can't seem to find any sort of dupe at this point. Same with the mask.",2
"This concealer has a thin, easy to blend consistency and still manages to cover all of my imperfections. It is long lasting and never creases when set with a powder. I worry about my underye area looking dry and crepey, but this formula keeps it looking fresh and dewy. The product is also quite versatile and works well not only under the eyes but over blemishes and all over the face. I recieved this product complimentary for review purposes.",4
"This concealer has a very smooth application but isn't as long lasting as I had hoped. I have combination/oily skin, and the concealer felt like it wore off throughout the day. Maybe if I use a better primer or setting powder, this product would be better for me.",1
"This concealer is a God-sent...literally!  I was looking for a foundation for many months.  I tried so many other brands and types and was getting frustrated.  I got tired of having to return stuff to Sephora.  Then one day in one of my online orders I received a sample of this concealer, which I did not request.  They sent it to me voluntarily.  My perfect shade (chestnut) was among the colors on the pallette, which I tried and fell in love.  Believe me, this is the best thing ever!  It matches me perfectly, does not transfer, has a nice texture, and most of all, does not break me out...and I have super sensitive skin.  I just apply this all over like a foundation and finish up with the Too Faced Ethereal setting powder (which is another great product) and it looks quite natural too, not very makeup looking.  I do not have flashbacks in photographs either.  Sometimes when I want a lighter look, I just mix a little in my sunscreen (Coola Mineral Cucumber Matte...best Sunscreen ever), and its like a BB cream that looks nice, velvety and a natural matte.  When I say this is a real God-sent, it is.  God really cares about our everything.  He saw my struggles and sent me a little help.  TF please do not change this formula or shade.  Every time I find something that works, then they have to go change something in it.  Please...""If it did not break don't fix it.""",2
This concealer is amazing!!! I wasn’t expecting to love it so much! It’s so easy to apply and blend and the coverage is great. I love that I don’t have to reapply or touch up during the day! I would totally recommend to a friend. I received this product complimentary for testing purposes.,1
"This concealer is lightweight, yet offers medium to full coverage. It goes on creamy and the applicator glides the product as it should. After applying, this settled into my lines and my eye area looked dry, not what I need at 49. This will work to conceal little dark spots but not for under the eyes. I received this product complimentary for reviewing purposes.",3
"this concealer is not your usual concealer, you need very little and you will need to finesse it a bit. I rub it between my ring fingers and Pat under my eyes,then I will use my sponge if I feel the need\n the coverage is awesome and for spot concealing, perfection",3
"This concealer is super thin and lightweight. It feels like skin, and does not look cakey or harsh, even when built up. It is a medium to high-medium coverage, and I did still need a corrector for my dark circles. It looks really nice with the foundation. The shade is nice for me. It is a little dry, but not chalky or aging. It does not settle into lines or crease on my undereye. It also works great for blemishes and dark spots. If it was a little less dry it would be my perfect everyday concealer.",1
"This concealer only lasts about a year before it gets thin and watery. It's thin to begin with, so if you have super dark circles this may not be for you. I only have slight imperfections so it worked great for me, would recommend.",0
This concealer was better than most but not my favourite. I have terrible dark circles and under eye lines and it neither covered as much as I wanted nor stayed crease free. Still gave it 4 stars because I think it would work well for people with less severe needs.\n\nSmashbox Studio Skin ended up being what I had hoped this product would be.,2
"This concealer will now be my holy grail concealer. \nI wanted a concealer I could wear without foundation, which is hard for me as I have very read cheeks, and the use of concealer is always obvious.\nNot with this! :D \nI only use my skincare routine some days with eye cream and the concealer looks beautiful and dries down very velvety and smooth. \npaired with the lumiere foundation = dream skin! \nI wouldnt say this is the concealer for if you're looking to highlight your face, I still reach for my tarte shape tape on full coverage face days. But I do love using this also on full coverage days! It makes me look so natural in the full coverage :) \n\nI hope they make a jumbo! \nI have dry skin and huge dark circles and this is just seriously my favorite.",0
"this conceals nothing. not sure what the ""super"" is supposed to mean, but I applied a decent amount to my blemishes and under eye circles, and it did nothing. there are so many better concealers out there.",1
This cream has a great feel and texture and goes on very smoothly with quick absorption. I can’t recommend because it isn’t cruelty free (sold in mainland China). The other reason I only gave it 3 stars is I like my day cream to have some level of spf and this doesn’t so I have to add another layer. It does make my face look dewey and hydrated (not at all oily).,1
This cream is awesome! It definitely plumps up the skin and is light enough to not send my skin into oil production over-drive. It compliments their face oil and acts as a great primer for makeup application.,3
"This cream is IT! I have the most dry, angry skin, I also get hormonal breakouts and I have rosacea. This moisturizer delivered a really nourishing bout of moisture witgout leaving an oily film. I use it for day and night and my skin is so much smoother and easier to apply my makeup over. If you have dry sensitive skin then I can't reccommend this enough.",0
"This. Cream. Is. Life.\nHoly guacamole, I've never fallen in love with a night cream like I have this. Usually, when a cream is marketed as a ""night mask"" it just means its thick and takes hours to absorb so don't wear it during the day. But not this bad boy.\nThe texture is unlike anything I've ever experienced. It's a gel-cream hybrid that leaves the strangest, silky, slippy feeling to the skin. In the most wonderful way possible. And I wake up practically glowing. This is honestly the only night cream I want to use nowadays and I have sooooo many. Hundreds of dollars worth of creams are going to be purged from my collection because this is all I'll ever need",1
This cream is so gentle on my sensitive and super dry skin! It has a very subtle smell and doesn't feel sticky or greasy at all. My skin absorbs it instantly and looks smooth and healthy. I will buy it again!,4
This curler is great quality. I can definitely see a difference between these and some from Walmart. It also doesn't tend to pull my eyelashes out like others tend to do. I have pretty long lashes and it takes care of them perfectly. Would recommend.,4
"This cute quad offers a gorgeous little touch of magic to any look. I love makeup and I have a lot of it, so it takes something special to catch my eye. These are similar to the loose foiled shadows that Tarte has, but in a firmly packed form. They are firmer and more glossy or ""wet"" looking than a ColourPop shadow, for comparison, yet also a little bit drier, so they are also more suited to double as a highlighter.",2
"This dark spot corrector did wonders for my little scars and fine spots I was starting to get because of sun exposure and age. I will keep on using it. It worked for me but I didn't have any strong marks or spots. I received this product as a free sample, but I will continue to use this brand and get more of their products.",0
This did it for me. I have been on the hunt for a good concealer. They always end up looking cakey or inhance the lines under my eyes. Not this one. It’s so natural with amazing coverage. I received this product for texting purposes and I will definitely be purchasing on my own when I run out.,0
This did not work for me. I have salt and pepper brows and usually get coffee colors in this type product so I can cover the gray strands and match the dark strands. This applicator and product combined clumped on my brows and made me look like angry birds. I had to comb through them with a mascara spoolie brush and still could not remove enough to be able to go out in public. I tried to use a very light touch which I usually do with Benefit Brow brush but it does not help with this product. Just does not work for me.,4
"This didn't do much for me. I got a sample and put it on half my face to see if it did anything and it really made no difference. I appreciate that it is a clean beauty product, but it didn't extend the wear of my makeup, it didn't prevent creasing or do anything special to change the finish of my foundation. I tried using it more sparingly as many reviewers suggest, but that didn't change much. All in all this was a miss for me.",0
"This didn't really do anything to help clean out my pores or shrink them. I don't really have problems with blackheads, but there is buildup that I extract, and this didn't make any sort of difference for it. At least it didn't cause any problems with my skin - it was just ineffective.",1
"This Dior lipstick is described as ""An ultra-pigmented lipstick with up to 12-hour* wear, a luminous, semi-matte finish, and a hydrating, comfortable formula with intense, saturated color."" and that is Literally Exactly what it is!  The feel is luxurious. The colours are ultra pigmented. The shade choices are vast and each one has subtle differences from the others. They yield a bold, semi0matte lip - think the kind you see on Taylor Swift or CoCo Chanel.  They stay well, although you will get transferrability onto your coffee cups and glasses. Long lasting. Does not dry out your lips. Pressing your lips together revives the colour over time.  Over all a powerful lipstick and packs a powerful punch. A great purchase",2
"This does exactly what it says it will. It smoothed my under eye, crowd feet and forehead perfect. I was totally impressed. It you read the directions and use it just like it says,it works perfect with no residue.",2
"This does have purslane (listed under Lactobacillus/Portulaca Oleracea\xa0Ferment) - but does it actually calm the skin?\n\nI have finicky skin - it gets dry (I'm 47) even if it still gets shiny during the day. The humidity and heat in Hawaii makes my skin MAD - itchy, red and bumpy. Fun times. I dropped $250 on this serum out of pure desperation and also picked up her darker skin products (cleanser, hyaluronic serum and both creams). \n\nSturm products are good. Very good. BUT it doesn't quite warrant the exorbitant prices. I'll probably use them up, but I don't think I'd repurchase any of them. After using them all for several weeks, my face was still red and while moisturized, I've had better results from products less than half the price.\n\nThe Calming Serum itself is a nice product (price aside). Fluid, light, hydrating texture that absorbs well without drying out. It layers well and works with other brands well. If you can handle the price - it might work for you.",3
"this dual ended eyeliner is smooth, pigmented and gives you super fine lines. makes a winged liner super easy. long lasting and the packaging just feels like luxury. although the price is steep if you're looking for a fancy eyeliner this is it. you could probably find a more reasonably priced eyeliner to do a similar job, but if you can afford it I say go for it!",2
This exfoliator is so incredible! I enjoy everything from the texture to the smell of this product. The formula is so different from other exfoliators I have used. It gently removes dead skin cells and impurities. I can have sensitivity to exfoliators and I don't notice any sensitivity or irritation when using this. The smell of this is so lightweight and fresh. It puts me in a good mood like if I was at a spa or getting a facial. When I using this exfoliator I enjoy that it doesn't cause any stripping of my skin. My skin is hydrated and balanced. That has to be my favorite thing.,0
"This eye cream feels and smells nice, but I did not see any change in my dark circles. I would keep this for the hydrating effect and primer pre under eye concealer,  but my search continues for a great all in one eye cream.",4
"This eye cream has a bonkers ingredients list! I was afraid my sensitive skin would react to one of the many, but it's great. I first tried this cream as a sample. There is retinol in it, so it can be drying at first if your skin isn't used to it. But this produced such a wonderful effect on my emerging crow's feet that I'm now purchasing my 3rd full size. There is a ton of moisture coming from all the shea, glycerin, peptides and ceramides... there's several other actives for skin tightening, cell turnover, and plumping. You can't do better than this eye cream!",1
"This eye cream is good if you don't have much dryness. If you have fine lines that you're hoping this would get rid of, this would probably not be of any help. Also, another thing to note is that caffeine is a diuretic, so long term use can potentially age the eye area. However, my eyes are quite puffy in the morning, and I've found this to be pretty effective for eye puffiness. It's a very lightweight gel formula so it sits well under makeup.At night, I usually use another eye cream. Overall, I'd say this is a good eye cream for the price, but I would use it sparingly.",0
This eye cream is nice. I notice that applying first thing in the morning really does help to de-puff. My undereyes have brightened a bit since incorporating this regularly for the past few weeks. Its definitely something you want to start using slow. A couple times a week and build up especially if you've never used retinol because it can and will dry out your undereys if used too often at first. Overall I'm pretty happy with it and hope to continue to see improvement in my undereyes! I recieved this product complimentary in exchange for my honest review.,0
"This eye cream is okay.. I don't know if the formula just doesn't like my skin or what, but this stuff beads up on me like silicone primers! I just feel like this particular cream is too heavy, and maybe that's really really good for super dry eyes. But this just wasn't for me. Back to the original formula!",0
"This eye cream made my dark circles WORSE. They got puffier and darker and red dots appeared all over them. The effects went away gradually but returned if I started using the eye cream again. I'm rather surprised about it because my skin isn't very sensitive, and I've dabbled in all sorts of vitamin C serums (as well as harsher products, like acid peels and retinols and phenol toner -- I've even put apple cider vinegar in my eyes to combat pink eye, which worked beautifully, actually), but I have never had any issues with a product until now. Shame.",0
"This eye palette is so pretty.  I love the neutral dusty pinks of this.  I wanted to knock off a star for the metallic shade since I can barely get it to show, but it's just such a beautiful natural look.  I have other metallic shades that can pack a punch.  I don't have other colors like this and I'm so happy I finally bought it!",2
This eye primer has staying power and lasts all day.  I have used Urban Decay for years but tried this and I am happy with it.  It is a bit more opaque which helps to enhance the pigment in your eyeshadows.  I would purchase again.,2
"This eyeshadow is so bright and fabulous!  I used it for Dia de Los Muertos makeup and got so many compliments.  It lasted all day, even through a downpour watching the parade.  I can't wait to get more of the colors!",4
this face mask is so good. its so cute because its rose gold foil and its actually cut to the perfect size of my face its still alittle big as all sheet masks are. my problem is they are always usually to big but this one is perfect. the serum smeels amazing like i wish it was a perfume and it made my skin feel amazing this is not one of my favorite sheet masks i recommend it,0
"This face palette is absolutely stunning. I use every single pan in here to create amazing looks. Normally, us oily skin girls have to avoid cream products -- not with the Bloom B&G! I layer all of the products like she does in the video (I highly recommend watching her tutorials), and I get loads of compliments on my smooth complexion and highlight. The blush has INSANE pigment, so I tap into it very gently with my BB, and press/sweep it onto my skin. The color is universally flattering, and makes for a beautiful pale pink to light berry cheek. But girl/guy.. this highlight though. My Lord. Its intense in a subtle way.. it's not one of those, ""look at this blinding streak of shiney stuff on my face."" It's more the, ""oh, what a soft and pretty highlight"" and then the right light hits it and it punches you in the face. Get it. Punch people in the face. You know you want to.",4
This formula is GREAT. I keep switching up to try new thing and I always come back to this. The brush separates your lashes really nicely and the formula is light and natural. It doesn't clump up and make your lashes look crazy like a lot of mascaras do. I highly recommend this if you want nice clean looking lashes.,0
"This formula is way too strong. I really wanted to like it and I gave it 2 tries 2 weeks apart just incase the first time was a 1 off of my skin just not being used to it. Nope, both times were awful.  I can see how those without dry or sensative skin could like it, but this made my dry skin flair up and irritated my skin so bad that I didnt dare try it a third time. It burns so don't go for this if you're not down for the burning sensation.  I really wanted to like it as I received it in a subscription box, so I knew I wasn't able to just bring it back.  I saw a bunch of great reviews and was really disappointed when it wasn't a win for me.",4
"This formula stays on the whole day for me on the waterline, the packaging is very good too, very well made, caps click to close and stay closed and don't open easily, the colors are indicated on the outside, sharpener included. Made in Germany.",1
"This foundation applied so smooth and evenly. The coverage lasted all day and never settled into my wrinkles or smudged off. it lasted through naps, dinner, crying, and 91 degree heat and 56% humidity. Pics are right after application and after all day.",2
"This foundation gives you a perfectly natural finish that makes your skin look like satin. It took me a while in my local store to settle on light 6 since I don't have pink or yellow undertones, but 6 looks just right on my face. I'm very happy with it and haven't used anything else since. I have good skin and can go without foundation, so don't like anything heavy and don't use it every day.  To apply, I use moderate pressure to place a pea-size amount on my l palm and then pat lightly with my opposite fingers to gently tap on areas of my face. After tapping, I can blend it easily with my fingers and it looks perfectly natural...really like my skin only better. I let it sit for a while before using blush, and then an ultra light dusting of loose powder on my t-zone. I tried the powder and it's fine, but not as special as this foundation. Also, kudos for the beautiful bottle and very good pump. High marks all around for a great foundation.",3
"This foundation has good coverage but will not last long wear. I don't know if or what I am doing wrong but I've worn this probably 6 different times already, my face is clean and then prepped/primed. I follow my application with a setting spray and today I even set it with setting powder but it is still rubbing off on my glasses and leaving a large blank space on both sides of my nose where my nose pads press. I normally get makeup rubbed off on my glasses but normally there is still a good amount left on my face. if anyone has any advice let me know but I am not impressed by this foundation.",0
This foundation has medium coverage you have to build up to get full coverage it just won't happen with one application. It is a matte finish and it doesn't feel cakey. It did last on my skin for about 8Hrs. which is pretty good. I received these products complimentary from Influenster for testing purpose.,2
"This foundation has pretty good coverage and a beautiful finish. It’s more of a natural finish than a flat matte. My skin is normal-dry and I have some old scarring around my temple area, it didn’t  accentuate my dry patches.  I was able to get complete coverage with one pump and spot treating the problem areas. I haven’t worn it 24 hours obviously, but after a 12 hour day it was still intact, with minimal fading around the nose and jawline when I’d rubbed. I did receive mine free from Influenster, but I’d also bought it prior to receiving my complimentary foundation.",0
"This foundation has totally saved my skin! I have super sensitive skin, and am allergic to most liquid foundations. I've spent years looking for a foundation that doesn't make me break out, and I think I've finally found it. I've been using this for about two months now, and my skin has never been clearer or calmer. I use it with the Bare Minerals brush with active charcoal and I really like that too.",2
"This foundation is absolutely beautiful... if you rethink everything you know about applying foundation. I use just half a pump of product (no primer) with a brush. I use my RealTechniques expert face brush and work in sections - half my face first, then the other. In the summer, my go-to is the Charlotte Tilbury Wonderglow foundation with a beautyblender... but in the winter I always find myself looking for a more full-coverage base for my pigmented, extremely dry skin. I've tried everything, from Koh Gen Do to Armani Luminous Silk, but this Hourglass foundation was love at first apply. Didn't settle into my fine lines, didn't look cakey, and didn't oxidize (for once!). It seems like this foundation is finicky, so if you're interested, get a sample and experiment! (RawBeautyKristi and Rosie Huntington's YouTube videos were definitely helpful). Think of it as a pigment, not a typical foundation. A teeny tiny bit seriously goes a long way.",4
This foundation is absolutely stunning on the skin and made my skin look flawless all day. It is my 1st purchase by this brand and I am so happy I bought it.  I am in love with the finish and lasting power!!,3
"This foundation is amazing. I think I have fou d a new holy grail. My all- time, top 3 are Estee Lauder Double Wear, Chanel Perfection Lumiere Velvet and the New Stila Hide and Chic. \nThis. This soft matte foundation is just a show stopper. I will let this unfiltered photo in natural daylight speak for itself.",2
"This foundation is beautiful. The color is perfect. It's lightweight, not drying,  and comfortable on the skin. When they say the coverage is buildable, it truly is and still looks great with two or more layers.   However, I have extremely dry skin with flakey patches. This foundation looks horrible on those patches. I tried everything to get it to look good there because it's so beautiful on the rest of my skin. The only way it looked good all over is if I exfoliated right before applying the foundation.  The weird thing is, I have texture on other parts of my face, like blemishes on my forehead,  but it looked great there. Unless you have extremely dry skin like me, I think you'll love this foundation. I'm talking holy grail status.",4
"This foundation is described as light to medium coverage but I'd say that it is definitely light coverage. Even when using two pumps it didnt seem to have the full coverage I usually like. If you want something light or if you have a pretty even skin tone without too many blemishes, then this would be a good option. My skin is on the mature side (old and rutty, lol) so I need something heavier. I will say that at the end of the day when I would wash off my makeup, there would be quite a bit of foundation on the cloth which is good because it means it stayed on my face rather than fading away or coming off throughout the day. It went on smooth and felt good during application, my biggest issue is it had a slight odor (possible because of being a clean product) and it just didnt give me the coverage I wanted. This foundation is infused with serum which I thought would work to my benefit since I have skin that is on the dry side but it seemed to make me feel a little oily, especially around the nasal area. I recieved this product free for testing purposes but after a few uses I've decided I probably wouldn't buy this product for myself.",2
This foundation is much too drying for my skin. I even prepped my skin with moisturizer and primer. I should have known when the packaging said its oil free. it sucked my skin so dry that it made my skin hurt. This cc cream is more suitable for those with very oily skin.,4
"This foundation is no joke. It delivers some serious coverage, and makes your skin legit look flawless. I personally have very oily skin and large pores, and I find that this holds up on me really well throughout the day. The biggest downside in my opinion is the shade range. I used the Sephora foundation matcher to select my color, and I would describe it as more of a medium tone than a light-medium one. It dries down darker than it first applies, so you may want to err on the side of a lighter shade. The formula is awesome, so I would love to see the brand expand the shades offered! Also A   packaging. It's seriously display worthy.",1
"This foundation is not for me. It was quite thick and heavy on my skin. It is buildable to full coverage, natural finish, with a super long wear. Any skin type can wear it, but I feel like it didn't work well with my drier skin. It accentuated my dry patches. The color was perfect for my skin tone though.",2
"this foundation is nothing like the original double wear. it is much more fluid and feels slightly powdery when applied. it sinks into and highlights pores especially on the nose area, and somehow makes me look shiny after a while even though I have dry skin. it also transfers so much. skip this and just go for the original double wear.",4
"This foundation is one of the best I've used to date. It's a semi-matte finish that is not drying or heavy at all. I use a flat foundation brush to apply the product evenly over my skin then I take a damp sponge to blend out. Over 12 hours of wear with me working out/sweating and it still looked amazing. Never looked oily and make me look near poreless. \n\nSlight con, it does darken a little bit as it dries so I would definitely suggest going in store to swatch and get a sample of this in a few shades/undertones.  Also, there is the signature Dior fragrance and I don't find it too strong however if you're sensitive to scents, be careful.",0
"This foundation is phenomenal! This is the very first foundation that is literally my PERFECT shade. \nI have super dry skin and this doesn't catch on any dry patches and it doesn't look cakey. I do use it with a brush, as the one time I used it with the beauty blender (the black one) it removed the foundation by my eye. That def could have been my error and nothing to do with the foundation, so I am not deducting stars from it for that. Qith a brush, it is absolutely flawless. It also doesn't sink into my smile lines!",4
"This foundation is the best that I have tried, great coverage that last 8  hours. However, like the other reviewers said, it breaks very easily. \nI don't know if it is the packaging or how its laid in the pan cause there seems to be air between the product and pan but whatever, it's awful and causes the powder to crack and break making it difficult and timely to apply.  \nAs a workaround once it breaks I pour it out into an old loose powder jar.....because its still worth it due to how amazing it looks on my face. \nI do not use a primer with it, just a lightweight moisturizer with a little drop of face oil. I apply using a dense brush. If I want more coverage I will apply it over a BB or CC cream.  My skin in normal to dry.  \nEven with the product breaking, I will still continue to purchase because it seems to work with my skin!",1
"This foundation is very nice. it is so lightweight, it feels like nothing on your skin. The finish is very natural, and can easily be adjusted with the skin prep or primer used. I have more dry skin, and I love this with a glowy or hydrating primer. I prefer to apply this mostly with my fingers for a solid medium coverage, and blend out with a damp-to-dry sponge. It needs to be set, but for me just a light dust is good enough. It looks great for most of the day, but does breakup on my chin and creases of my nose after 6 hours or so. This did not settle in any lines or crease in my forehead wrinkles. Overall, I love this foundation. I think the shade was a little light compared to the pictures online, I probably will try the 130 shade next time.",1
This foundation makes me look like I am not wearing anything and it’s very like on the skin. I love this foundation except for two things ...1. Price and 2. When you sweat if runs off like watercolor painting left in the rain. Beautiful on but the sweat run off is soooo very real.,2
This foundation stick is pretty great! it goes on smoothly and blends out flawlessly with a beauty blender. It has great staying power and wears well on my oily skin throughout the day. I do have to oil blot at least once mid day but I typically will have to do that with most products.,1
This foundation was applied as part of a full face make over with a Sephora beauty artist and I loved it that first night. The shade was dead on and the coverage was nice. I ended up purchasing a full size to give it a proper test drive. Unfortunately it did not hold up well. I have combo skin but this product made my whole face oily within hours. It required lots of maintenance. I'll be returning it.,2
This foundation was not for me. Not to say it is not a good product and would be great for others. The coverage is fairly light and I did not find it easy to layer. The color was a bit light for my skintone. I definitely needed I darker shade. The foundation does not provide enough coverage to cover my redness. I also had a problem with the wear time of the product even with setting with powder.  It wore off in several places in just a few hours. I do feel like it has great skin properties.  My skin was softer and better hydrated will using this product. This would be a great product for someone with an even skintone and the need for only light coverage. I received this product free for review.,2
"This foundation will make you emotional. It is perfection. This is the first foundation that has perfecrly matched me. It's been really hard for me to find a dark yet neutral foundation so I'm about to spend all my expendable $$ on as many bottles of this as I can get haha! I put my face on yesterday morning at 8am and took it off at 10pm and it looked BETTER at the end of the day. No oxidization turning me into a pumpkin, no rubbing off my nose or chin, didn't cling to the dry patches on my cheeks. No foundation has ever not settled into my fine forehead and (not so fine) smile lines before this one. I used the Tarte Timeless Smoothing Primer and Urban Decay All-Nighter setting spray. P.S. really look at the shade swatches and models to match your colour. I tried the shade finder using foundations that I was wearing that didn't look terrible and the match I got was about 3 shades too light AND orange...",2
This foundation would only last me up to an hour. When I would apply the foundation it would look really good. I loved the light coverage and blurring effect but after an hour it would melt off and create dry patches around my mouth and acne.,0
"This gave beautiful volume and length and easy application.  I tend to prefer big brushes and a dryer formula, so if you don't like those things, you might not like this.  I docked a star for some flaking- it wasn't terrible, but definitely more noticeable than others at this price point.",0
This gel eyeliner is not for the novice. All the girls complaining about raccoon eyes at the end of the day should keep practicing with pencil before graduating to this product. I've yet to find eyeliner that is more pigmented or has more staying power- and I've tried them all! This is the first time I haven't had to touch up eyeliner in the evening after wearing it all day. Also the brush is the exact right size for wings or creating the perfect cat eye. A,2
This gel moisturizer is absorbed quickly into the skin but does a good job hydrating my face.  I use it under makeup with no problems.   \nProactiv provided me with a free sample but opinions are 100% my own.,3
"This gel works as a serum, under a cream or oil on dry days, and provides enough moisture on its own when there is more moisture in the air. I have milia and this doesn't make the condition worse -- one of the few products I can say that about. I've already re-purchased this several times.",3
This gift set from Origin has a good value. The day and night creams are very nice and make my skin feel rejuvenated.\nI love the toner and the power serum. I generally buy full size Origin products but this set is good for gift giving as well for the travel.,4
